CustomerID,CustomerAge,Gender,AnnualIncome,EducationLevel,MaritalStatus,HomeOwnership,ZipCode,Country,JoinDate,LoginsLast7Days,MonthlyLogins,QuarterlyLogins,LastLoginDate,FeaturesUsed,NPS,TotalSupportTickets,SupportTickets90Days,CancelAttempts,PlanName,SubscriptionStatus,MonthlyRevenue,AnnualRevenue,CustomerLifetimeValue,TotalOrders,OrdersLast30Days,AvgOrderValue,LastOrderDate,FailedPayments,DiscountUsageRate,CustomerStage,ChurnProbability,NextRenewalDate,OnboardingDone,OnboardingProgress,PlanUpgrades,PlanDowngrades,ReferralCount,EmailOpenRate,EmailClickRate,PushNotificationsEnabled,SMSOptIn,CommunityMember,ReviewsWritten,AvgRating
CUST_000010,60,Male,30166,some college,married,Owner,01001,US,2022-05-17,4,16,53,2026-03-27,12,8,7,0,0,Growth,active,64.05,768.6,864.05,16,1,287.52,2026-03-29,4,0.5368,churned,0.1313,2027-02-21,True,0.9581,2,1,5,0.1151,0.0892,True,False,False,5,3.3
CUST_000011,46,Female,21647,hs_diploma,married,Owner,01001,US,2023-09-01,2,9,30,2026-03-03,6,9,20,5,0,Professional,active,363.92,4367.04,6849.39,31,2,333.67,2026-01-18,4,0.098,churned,0.33,2026-04-12,True,0.8644,1,0,2,0.142,0.0359,False,False,True,4,2.8
CUST_000012,48,Female,24876,Bachelor,married,Owner,01008,US,2023-04-01,0,0,4,2025-11-08,12,7,20,5,2,Starter,active,12.61,151.32,392.98,40,0,467.5,2026-02-01,3,0.4906,new,0.2998,2026-09-29,True,0.9101,1,1,0,0.2577,0.0556,True,False,False,1,2.9
CUST_000013,61,Male,45010,hs_diploma,married,Owner,01001,US,2024-08-31,0,0,3,2025-11-04,4,10,9,4,2,Basic,trial,81.17,974.04,1180.74,13,3,121.74,2026-03-24,3,0.0394,at_risk,0.2871,2026-06-16,True,0.833,1,0,3,0.3391,0.0461,False,False,False,8,4.8
CUST_000014,57,Male,24177,hs or less,divorced,Owner,01010,US,2025-04-14,1,4,18,2025-10-16,12,5,15,4,3,Enterprise,trial,99.39,1192.68,2557.86,28,5,346.55,2026-03-18,0,0.1296,churned,0.0444,2027-03-01,True,0.891,2,1,4,0.2604,0.06,True,True,True,0,4.7
CUST_000015,60,Female,46177,hs or less,married,Owner,01009,US,2023-07-20,1,5,24,2025-12-24,10,9,10,1,1,Basic,active,35.66,427.92,317.55,24,3,338.38,2026-03-16,4,0.0437,at_risk,0.3331,2027-01-17,False,0.9877,0,1,4,0.428,0.1771,False,False,False,5,4.8
CUST_000016,38,Female,21102,some college,single,Owner,01001,US,2025-05-09,0,0,10,2025-12-25,10,6,12,5,1,Growth,active,259.22,3110.64,6641.42,50,3,260.06,2026-03-29,3,0.0935,churned,0.0631,2026-09-25,False,0.6124,3,2,3,0.2482,0.019,True,False,True,5,3.6
CUST_000017,60,Female,25465,some college,married,Owner,01001,US,2022-04-06,1,5,25,2026-01-01,7,6,6,5,3,Starter,trial,420.57,5046.84,6916.56,42,1,149.2,2026-02-12,4,0.1865,growing,0.1051,2026-05-05,True,0.6029,0,0,4,0.1143,0.1082,False,False,False,6,4.3
CUST_000018,51,Male,29319,Graduate,married,Owner,01009,US,2024-02-23,0,3,10,2025-11-19,5,5,5,1,0,Basic,cancelled,410.87,4930.44,10534.47,29,5,229.65,2026-01-31,0,0.2488,mature,0.0461,2026-05-17,True,0.9733,3,1,5,0.2162,0.0763,True,False,False,1,2.6
CUST_000019,54,Male,35381,Bachelor,divorced,Owner,01010,US,2023-07-07,0,1,10,2025-12-27,2,9,6,2,1,Starter,paused,118.59,1423.08,1822.09,50,1,114.51,2026-01-27,2,0.2856,new,0.2405,2026-11-13,False,0.9037,2,1,5,0.5068,0.0251,True,False,True,5,3.5
CUST_000020,36,Female,41755,some college,married,Owner,01010,US,2024-08-18,0,1,6,2025-10-25,11,9,13,5,0,Growth,cancelled,278.37,3340.44,4745.51,45,5,469.91,2026-03-08,2,0.4198,growing,0.3497,2026-06-03,True,0.9823,2,1,1,0.1302,0.061,True,False,False,4,3.0
CUST_000021,58,Male,37429,hs or less,married,Owner,01009,US,2024-04-16,1,5,16,2025-10-21,3,5,1,2,1,Basic,active,457.26,5487.12,8712.56,7,4,271.61,2026-01-11,1,0.3927,mature,0.3607,2026-10-28,True,0.6188,2,0,3,0.4324,0.1206,False,False,True,7,3.3
CUST_000022,48,Female,34875,Bachelor,married,Owner,01001,US,2025-01-19,3,15,46,2026-02-17,1,8,9,5,1,Basic,cancelled,362.31,4347.72,8989.41,43,3,131.03,2026-01-07,1,0.4757,growing,0.2382,2026-11-06,True,0.8953,2,2,2,0.183,0.1934,False,True,False,0,4.2
CUST_000023,55,Male,39581,Graduate,divorced,Owner,01005,US,2023-02-08,0,0,2,2026-01-09,4,5,10,1,3,Starter,active,67.0,804.0,1397.07,23,2,428.55,2026-02-28,2,0.576,churned,0.3423,2027-03-24,True,0.6337,0,0,0,0.372,0.0759,True,False,False,2,2.9
CUST_000024,40,Female,38686,some college,married,Owner,01005,US,2024-01-16,6,24,78,2026-02-16,8,7,13,5,0,Professional,cancelled,120.46,1445.52,2883.11,10,4,185.07,2026-01-10,2,0.5817,at_risk,0.1163,2026-03-31,False,0.6684,0,0,0,0.1798,0.1626,True,False,False,2,3.1
CUST_000025,37,Female,34804,hs_diploma,married,Owner,01001,US,2022-04-08,0,2,13,2025-10-11,10,6,9,0,2,Professional,cancelled,146.1,1753.2,4232.54,35,5,251.04,2026-03-24,0,0.1435,new,0.3572,2026-11-22,False,0.6145,3,0,4,0.4691,0.1834,True,True,False,3,2.5
CUST_000026,55,Male,23082,Bachelor,single,Owner,01008,US,2023-04-07,0,1,13,2025-10-21,8,10,6,5,2,Enterprise,cancelled,150.59,1807.08,3337.98,26,2,80.67,2026-03-10,0,0.5699,new,0.3719,2027-02-17,True,0.9785,0,2,3,0.4772,0.1454,True,False,True,6,4.9
CUST_000027,39,Female,46640,Graduate,single,Owner,01009,US,2025-01-08,0,2,16,2025-10-30,4,9,20,3,2,Growth,paused,189.88,2278.56,3744.02,34,0,329.98,2026-03-11,3,0.4442,mature,0.1268,2027-03-06,True,0.6967,3,2,1,0.1546,0.0148,False,True,False,2,3.2
CUST_000028,47,Male,21818,hs_diploma,married,Owner,01001,US,2022-05-31,7,29,92,2026-02-17,3,7,12,3,0,Growth,active,327.78,3933.36,5706.05,45,1,423.05,2026-02-03,1,0.1964,mature,0.1111,2026-09-29,True,0.5926,3,2,2,0.4387,0.1968,False,True,True,7,2.5
CUST_000029,59,Male,38097,some college,divorced,Owner,01008,US,2023-09-06,3,12,43,2026-03-24,5,6,17,1,1,Starter,trial,244.59,2935.08,8704.78,40,1,75.18,2026-03-16,3,0.0381,at_risk,0.0163,2026-09-25,True,0.5713,3,2,4,0.1655,0.1156,True,True,False,2,2.7
CUST_000030,46,Male,41103,hs_diploma,divorced,Owner,01005,US,2024-10-26,0,2,10,2025-11-18,1,10,16,5,3,Professional,active,426.99,5123.88,14273.57,40,1,286.74,2026-01-26,0,0.0443,new,0.0063,2026-04-27,True,0.5504,3,1,1,0.3117,0.1429,False,False,True,8,4.3
CUST_000031,49,Female,31459,some college,married,Owner,01005,US,2025-10-22,0,0,1,2025-12-05,4,9,13,5,3,Enterprise,active,71.89,862.68,1874.16,40,4,463.0,2026-01-10,2,0.3199,mature,0.3894,2027-01-11,True,0.942,2,0,1,0.4389,0.1589,True,False,True,1,3.7
CUST_000032,59,Male,43739,hs or less,married,Owner,01009,US,2023-01-30,3,13,49,2026-03-25,2,8,4,3,3,Professional,trial,492.57,5910.84,13634.92,8,2,87.24,2026-02-26,0,0.0595,new,0.3265,2027-01-23,True,0.6689,2,2,3,0.1978,0.0569,False,False,True,8,3.5
CUST_000033,46,Male,28503,Bachelor,married,Owner,01001,US,2025-10-05,2,9,35,2026-02-04,10,6,9,1,2,Professional,active,49.64,595.68,828.73,16,3,476.5,2026-01-31,1,0.0047,churned,0.098,2026-12-12,True,0.9293,1,1,3,0.1355,0.0663,True,True,False,7,3.1
CUST_000034,63,Male,28475,hs or less,married,Owner,01005,US,2026-01-13,0,1,11,2025-11-08,8,9,16,0,0,Basic,active,237.78,2853.36,4844.55,50,4,265.67,2026-03-06,3,0.5236,growing,0.0553,2026-05-17,True,0.9225,2,0,5,0.2419,0.13,False,False,True,8,3.0
CUST_000035,59,Male,44050,Graduate,single,Owner,01010,US,2023-02-23,1,5,18,2025-12-02,12,5,18,3,2,Basic,active,191.83,2301.96,5306.75,14,2,259.97,2026-01-04,3,0.0213,growing,0.1273,2027-03-26,False,0.727,1,1,0,0.3339,0.1246,True,True,False,3,2.6
CUST_000036,53,Male,41780,Graduate,divorced,Owner,01008,US,2026-02-17,1,4,12,2026-01-09,5,5,12,3,2,Growth,active,478.57,5742.84,17054.03,32,3,93.21,2026-03-06,0,0.5503,churned,0.1173,2027-03-09,True,0.6815,0,2,0,0.5035,0.1983,False,False,True,3,3.3
CUST_000037,64,Female,27840,some college,married,Owner,01005,US,2024-06-21,0,2,14,2026-01-15,0,5,11,5,0,Enterprise,active,275.11,3301.32,2008.84,33,5,313.4,2026-01-22,0,0.0764,churned,0.1751,2026-08-12,True,0.7733,2,2,1,0.3292,0.1799,True,False,False,6,3.1
CUST_000038,53,Male,37867,Bachelor,married,Owner,01001,US,2025-05-28,0,2,14,2025-10-19,5,7,19,5,0,Basic,trial,339.76,4077.12,11257.76,12,2,142.11,2026-01-23,2,0.548,mature,0.3123,2027-03-03,True,0.7362,1,1,5,0.2966,0.1266,False,False,False,7,3.7
CUST_000039,52,Male,41130,some college,married,Owner,01001,US,2024-08-15,0,0,2,2026-01-15,10,7,20,2,0,Professional,active,47.85,574.2,446.06,43,5,227.19,2025-12-29,3,0.5742,mature,0.0559,2026-06-27,True,0.53,1,2,1,0.1398,0.1326,True,False,False,1,3.1
CUST_000040,49,Female,42609,Bachelor,single,Owner,01009,US,2023-10-03,1,4,13,2026-01-28,12,9,20,4,0,Basic,paused,368.26,4419.12,3188.58,10,5,443.38,2025-12-29,3,0.4919,mature,0.0557,2026-10-25,False,0.5272,1,0,5,0.1331,0.1733,True,True,True,4,4.0
CUST_000041,64,Female,43674,hs_diploma,single,Owner,01008,US,2025-07-15,0,3,14,2025-10-27,5,8,4,2,0,Basic,cancelled,374.48,4493.76,7486.91,18,4,198.67,2026-01-26,4,0.5579,growing,0.1578,2027-01-07,True,0.9493,1,1,3,0.4192,0.0814,True,False,False,4,4.4
CUST_000042,51,Female,46982,hs or less,married,Owner,01008,US,2024-08-11,0,1,11,2026-01-08,5,6,18,5,3,Basic,cancelled,380.89,4570.68,7407.03,22,0,21.41,2026-03-24,2,0.056,new,0.0911,2026-12-19,True,0.6631,2,2,1,0.3794,0.0298,True,False,True,5,4.9
CUST_000043,48,Female,38107,Bachelor,single,Owner,01008,US,2024-09-14,2,8,33,2026-02-22,10,7,1,0,0,Professional,paused,237.32,2847.84,7108.73,50,1,81.72,2026-01-05,4,0.039,mature,0.3426,2026-09-09,False,0.5588,0,0,5,0.3237,0.0429,False,False,False,5,3.4
CUST_000044,36,Male,24324,hs_diploma,married,Owner,01009,US,2022-05-30,0,3,11,2026-01-24,12,8,4,1,2,Enterprise,active,490.91,5890.92,9033.88,34,2,411.88,2026-01-17,4,0.5056,mature,0.0718,2026-12-19,True,0.6272,2,2,4,0.1708,0.1509,True,False,True,2,4.5
CUST_000045,57,Female,37374,some college,single,Owner,01009,US,2024-11-09,1,4,14,2025-11-12,2,9,3,3,1,Growth,active,253.24,3038.88,7922.38,5,3,326.01,2026-02-27,0,0.3971,at_risk,0.0184,2026-10-11,False,0.6833,0,0,5,0.0588,0.1774,True,False,False,4,2.6
CUST_000046,59,Male,25707,hs_diploma,divorced,Owner,01009,US,2024-09-12,0,2,6,2025-11-08,2,8,14,0,3,Starter,trial,261.29,3135.48,8814.22,11,3,323.26,2026-02-07,4,0.531,new,0.3798,2026-10-03,False,0.7668,2,1,2,0.4078,0.0659,False,False,False,8,3.2
CUST_000047,50,Female,38012,hs_diploma,single,Owner,01001,US,2023-06-27,0,0,4,2026-01-18,9,5,5,4,2,Enterprise,active,242.89,2914.68,8626.49,36,2,89.5,2026-02-05,0,0.5225,at_risk,0.1344,2027-02-05,False,0.8307,2,0,5,0.1172,0.0487,True,False,True,5,4.5
CUST_000048,41,Female,44643,hs or less,married,Owner,01001,US,2024-10-24,0,0,6,2026-01-04,6,9,7,2,1,Basic,active,256.16,3073.92,3579.06,39,5,487.4,2026-02-21,1,0.1907,mature,0.2877,2026-06-06,False,0.8494,2,0,0,0.3418,0.025,True,False,False,7,3.4
CUST_000049,44,Male,27083,hs_diploma,married,Owner,01001,US,2023-06-08,1,5,21,2025-11-01,12,6,11,3,3,Basic,trial,202.7,2432.4,2987.69,9,5,231.22,2026-01-24,3,0.3116,mature,0.3976,2026-08-30,True,0.7294,2,1,4,0.1049,0.0817,False,False,True,0,2.6
CUST_000050,42,Male,28245,hs or less,married,Owner,01010,US,2023-07-30,0,0,2,2026-01-06,1,8,2,1,0,Enterprise,trial,93.59,1123.08,576.41,8,1,170.59,2026-02-20,3,0.594,mature,0.3681,2026-05-16,True,0.6076,2,2,3,0.2816,0.0928,True,True,False,1,4.6
CUST_000051,43,Female,26536,Graduate,married,Owner,01009,US,2024-07-19,0,3,16,2025-12-24,2,6,14,2,3,Enterprise,active,38.24,458.88,1219.78,43,4,150.71,2026-02-24,3,0.4729,at_risk,0.2674,2026-12-15,True,0.623,3,0,1,0.317,0.0419,True,False,False,7,3.4
CUST_000052,46,Male,26299,Graduate,married,Owner,01008,US,2025-06-25,1,4,15,2025-10-11,0,9,18,1,1,Professional,trial,216.66,2599.92,6032.07,45,3,25.99,2026-01-19,4,0.2702,at_risk,0.387,2027-02-17,True,0.9503,2,2,0,0.4091,0.0772,True,False,True,6,3.1
CUST_000053,48,Male,48901,hs or less,single,Owner,01005,US,2025-07-17,0,3,14,2025-12-11,2,9,20,1,1,Starter,paused,384.3,4611.6,2463.78,42,0,477.25,2026-01-01,1,0.5046,at_risk,0.3157,2026-11-03,False,0.6731,1,1,0,0.3789,0.035,False,False,False,6,4.3
CUST_000054,60,Female,25998,hs_diploma,married,Owner,01005,US,2025-10-26,0,2,15,2025-11-28,1,5,20,1,3,Professional,cancelled,141.78,1701.36,1640.03,35,2,48.81,2026-01-20,2,0.4755,churned,0.2732,2027-02-27,True,0.6857,0,1,1,0.4812,0.1674,True,True,False,5,3.0
CUST_000055,51,Male,29660,hs_diploma,married,Owner,01008,US,2025-07-02,0,3,15,2025-10-11,11,10,20,4,1,Basic,active,227.73,2732.76,6699.5,12,4,141.69,2026-02-16,2,0.397,growing,0.3422,2027-02-03,True,0.6162,0,2,3,0.0972,0.1444,True,False,True,0,4.9
CUST_000056,50,Female,40200,hs_diploma,single,Owner,01001,US,2026-01-11,1,5,17,2025-11-18,9,6,10,1,1,Growth,active,440.51,5286.12,15077.0,42,2,44.28,2026-03-02,3,0.4187,growing,0.3164,2026-05-26,True,0.996,1,1,1,0.4609,0.1788,True,False,False,8,4.2
CUST_000057,49,Male,20600,Bachelor,married,Owner,01001,US,2025-02-20,4,17,59,2026-01-29,2,5,13,4,2,Enterprise,active,68.88,826.56,1108.55,7,1,449.45,2026-02-17,1,0.0786,growing,0.11,2026-05-30,True,0.9656,1,1,4,0.0613,0.0941,False,True,False,7,4.9
CUST_000058,41,Female,42732,Graduate,married,Owner,01009,US,2024-10-24,0,1,10,2025-11-20,2,10,18,5,3,Professional,active,119.43,1433.16,4285.17,16,3,264.7,2026-02-19,4,0.3431,at_risk,0.0672,2026-06-08,True,0.5879,1,0,1,0.0906,0.0199,False,True,True,6,3.0
CUST_000059,44,Female,29418,hs_diploma,married,Owner,01008,US,2023-05-15,7,28,90,2026-02-22,0,6,17,2,1,Growth,active,472.14,5665.68,8560.17,23,2,375.62,2026-03-28,0,0.3108,churned,0.0715,2026-12-12,True,0.6892,2,0,3,0.2207,0.1697,True,False,False,4,4.6
CUST_000060,63,Male,34624,hs_diploma,married,Owner,01008,US,2023-03-22,0,0,1,2025-12-25,2,9,10,2,0,Enterprise,active,240.33,2883.96,3050.12,19,3,23.82,2026-01-30,3,0.2971,growing,0.4472,2026-05-01,True,0.7007,1,2,2,0.2262,0.1104,False,False,False,6,2.8
CUST_000061,36,Female,24390,Graduate,married,Owner,01001,US,2023-10-23,0,3,16,2025-12-21,5,7,12,1,1,Professional,active,40.43,485.16,1406.65,21,1,44.83,2026-02-06,3,0.2153,at_risk,0.1714,2026-10-02,True,0.6995,2,0,4,0.1674,0.0384,False,True,False,7,3.9
CUST_000062,50,Male,37048,Bachelor,married,Owner,01008,US,2023-05-09,1,5,24,2025-10-28,6,9,13,2,0,Basic,trial,188.72,2264.64,2244.14,32,0,264.94,2026-02-10,0,0.1673,new,0.1676,2026-10-25,True,0.5465,3,1,0,0.1126,0.0949,True,False,False,0,3.3
CUST_000063,52,Female,28678,hs or less,single,Owner,01008,US,2024-02-16,2,9,33,2026-03-07,1,6,3,3,2,Basic,cancelled,469.15,5629.8,9031.15,45,1,98.83,2026-01-24,1,0.0927,growing,0.1381,2026-05-19,False,0.5108,1,0,5,0.1795,0.1878,True,True,False,3,3.1
CUST_000064,35,Female,43764,hs or less,married,Owner,01009,US,2024-12-25,0,3,19,2026-01-17,8,7,2,5,0,Growth,active,132.87,1594.44,4450.11,25,5,357.23,2026-03-21,0,0.3979,at_risk,0.0168,2026-11-06,True,0.9233,3,0,4,0.0638,0.0139,True,False,True,4,3.2
CUST_000065,35,Female,26731,Graduate,married,Owner,01009,US,2023-10-11,0,1,6,2026-01-16,5,10,10,2,1,Starter,trial,171.94,2063.28,1740.29,5,0,218.14,2026-02-28,4,0.3626,mature,0.2292,2027-01-03,True,0.6995,3,0,4,0.4925,0.0207,True,False,False,0,4.8
CUST_000066,50,Male,48975,Bachelor,married,Owner,01001,US,2023-12-02,0,3,18,2025-10-01,9,10,19,3,0,Professional,cancelled,94.72,1136.64,635.51,30,0,299.17,2025-12-30,2,0.3554,mature,0.1842,2026-04-12,True,0.8404,0,2,1,0.3698,0.1761,True,False,False,3,3.7
CUST_000067,36,Male,26747,hs_diploma,married,Owner,01001,US,2025-12-12,1,5,21,2026-01-25,9,9,18,5,3,Basic,active,303.38,3640.56,5299.66,18,3,48.97,2026-01-20,3,0.4568,mature,0.293,2026-06-25,True,0.9959,2,0,1,0.3391,0.1013,True,False,False,4,3.6
CUST_000068,54,Female,25814,some college,divorced,Owner,01005,US,2023-02-09,3,12,44,2026-03-29,5,7,4,0,2,Starter,active,370.83,4449.96,12074.93,32,0,105.55,2026-01-02,2,0.5269,churned,0.1452,2026-06-02,True,0.8964,2,2,2,0.2213,0.0452,True,False,False,5,2.7
CUST_000069,47,Female,27992,some college,married,Owner,01008,US,2025-03-04,0,0,2,2025-12-21,11,10,14,0,3,Enterprise,active,351.78,4221.36,10382.07,3,4,259.92,2026-02-20,2,0.1541,mature,0.2977,2027-01-23,True,0.9867,2,0,1,0.503,0.0978,False,False,False,5,2.9
CUST_000070,45,Male,45430,Bachelor,married,Owner,01005,US,2025-07-31,0,2,6,2025-10-16,4,7,13,5,1,Growth,paused,164.77,1977.24,5826.85,46,0,94.12,2026-03-01,1,0.414,growing,0.1503,2026-05-01,True,0.8625,3,2,4,0.3746,0.0876,True,True,False,2,4.0
CUST_000071,57,Male,44952,hs_diploma,married,Owner,01009,US,2022-10-17,0,2,13,2025-12-02,5,6,0,4,0,Growth,trial,455.91,5470.92,12161.07,20,0,27.76,2026-01-13,4,0.3811,mature,0.115,2026-07-24,True,0.7868,2,2,4,0.2773,0.1172,False,False,False,6,2.5
CUST_000072,58,Female,28903,Graduate,married,Owner,01005,US,2023-05-30,0,0,7,2026-01-04,0,6,1,2,2,Enterprise,cancelled,279.44,3353.28,7514.3,15,5,313.98,2026-02-25,1,0.228,new,0.0851,2026-11-22,True,0.9756,1,2,2,0.4182,0.1498,True,False,False,5,3.2
CUST_000073,52,Male,42436,some college,married,Owner,01001,US,2023-03-15,0,3,18,2025-11-28,12,10,13,0,0,Starter,cancelled,45.35,544.2,1207.15,2,2,75.61,2026-02-05,0,0.0301,churned,0.0058,2026-05-12,True,0.6578,0,2,0,0.2898,0.1176,True,True,False,7,3.8
CUST_000074,64,Male,35688,hs or less,married,Owner,01008,US,2023-09-15,4,18,55,2026-02-03,5,9,0,4,2,Professional,active,83.56,1002.72,562.54,46,3,143.61,2026-03-03,4,0.01,growing,0.082,2026-09-21,True,0.551,3,0,5,0.2961,0.1913,True,False,True,1,3.0
CUST_000075,44,Female,41414,some college,single,Owner,01001,US,2025-08-12,6,25,82,2026-01-30,6,9,18,0,0,Growth,paused,103.67,1244.04,2307.7,11,3,453.4,2026-01-21,0,0.5557,growing,0.2421,2026-10-08,True,0.9741,0,0,5,0.2983,0.1197,True,True,False,5,3.4
CUST_000076,44,Female,42116,hs or less,married,Owner,01005,US,2022-07-26,1,4,16,2025-11-28,5,7,15,3,3,Professional,active,443.1,5317.2,14082.13,11,3,68.16,2026-02-20,1,0.4509,new,0.2477,2026-07-31,False,0.6079,2,0,2,0.1585,0.1993,True,False,False,0,3.9
CUST_000077,45,Male,22660,Graduate,single,Owner,01009,US,2025-03-19,1,5,21,2026-01-11,11,5,15,5,0,Growth,active,27.69,332.28,772.84,29,1,349.04,2026-03-13,2,0.459,churned,0.2529,2026-06-06,True,0.5736,1,2,0,0.5457,0.0792,False,False,False,8,4.5
CUST_000078,63,Female,29274,some college,married,Owner,01010,US,2023-08-03,5,21,70,2026-03-22,5,6,13,4,0,Starter,trial,358.4,4300.8,9891.09,40,2,274.41,2026-01-01,3,0.4718,mature,0.0454,2026-05-01,True,0.6519,3,0,4,0.1213,0.1643,False,False,False,4,3.4
CUST_000079,49,Female,38381,Graduate,married,Owner,01008,US,2025-03-02,0,3,10,2026-01-11,5,8,1,1,3,Starter,cancelled,397.26,4767.12,2678.73,33,1,71.39,2026-03-11,1,0.5583,at_risk,0.1754,2026-10-15,False,0.7385,3,1,3,0.3203,0.1344,True,False,False,3,4.8
CUST_000080,39,Female,45161,Graduate,married,Owner,01001,US,2025-12-11,0,3,15,2026-01-09,0,8,7,4,2,Basic,cancelled,459.46,5513.52,10601.46,37,2,281.52,2026-01-09,2,0.1317,churned,0.2285,2027-02-25,True,0.579,0,0,2,0.0819,0.0478,True,False,False,2,3.2
CUST_000081,61,Male,35245,hs_diploma,single,Owner,01001,US,2024-09-20,1,5,24,2025-10-31,6,5,18,2,3,Basic,active,85.33,1023.96,733.79,7,5,135.37,2026-01-13,4,0.3665,churned,0.4103,2026-08-23,True,0.5686,2,0,1,0.4873,0.1453,True,False,False,1,2.8
CUST_000082,57,Male,27199,some college,married,Owner,01009,US,2022-08-12,0,3,11,2025-11-09,3,8,3,4,1,Starter,trial,80.33,963.96,2442.58,40,0,233.62,2026-03-16,1,0.1166,at_risk,0.2828,2026-04-21,False,0.9368,3,0,3,0.24,0.1676,True,False,False,6,4.5
CUST_000083,61,Female,36288,hs_diploma,married,Owner,01010,US,2023-09-26,0,1,11,2025-12-27,3,8,17,4,0,Starter,cancelled,141.18,1694.16,1252.87,23,2,361.09,2026-02-24,4,0.4952,churned,0.103,2026-06-13,True,0.6535,2,0,4,0.0635,0.0799,False,False,False,5,4.4
CUST_000084,44,Female,35007,hs or less,married,Owner,01008,US,2022-12-17,0,1,4,2026-01-26,4,5,12,4,3,Basic,active,321.4,3856.8,4445.87,42,4,72.38,2026-02-07,1,0.1111,new,0.4438,2026-11-07,False,0.7229,2,2,3,0.2455,0.1734,False,False,False,4,3.8
CUST_000085,64,Male,41853,some college,single,Owner,01001,US,2022-05-18,1,5,16,2025-12-25,5,10,3,3,2,Starter,active,475.54,5706.48,9046.87,50,2,310.01,2026-03-03,1,0.5649,mature,0.1144,2027-03-20,True,0.8322,2,1,3,0.5227,0.0757,True,False,True,1,4.3
